bioguide,thomas,lis,govtrack,opensecrets,votesmart,fec,cspan,wikipedia,house_history,ballotpedia,maplight,icpsr,wikidata,google_entity_id,pictorial,first_name,middle_name,last_name,nickname,suffix,official_full_name,birthday,gender,term_type,term_start,term_end,state,district,senate_class,party,caucus,state_rank,url,address,phone,fax,contact_form,office,rss_url,how_appointed
N000183,01957,,412301,N00029784,109342,H8VA02046,1031363,Glenn Nye,19062,,,20950,Q919254,kg:/m/04p_ygb,,Glenn,C.,Nye,,,,1974-09-09,M,rep,2009-01-06,2011-01-03,VA,2,,Democrat,,,http://nye.house.gov,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1975-01-14,1977-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1977-01-04,1979-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1979-01-15,1981-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1981-01-05,1983-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1983-01-03,1985-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1985-01-03,1987-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1987-01-06,1989-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1989-01-03,1991-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1991-01-03,1993-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1993-01-05,1995-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1995-01-04,1997-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1997-01-07,1999-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,1999-01-06,2001-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,2001-01-03,2003-01-03,MN,8,,Democrat,,,,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,2003-01-07,2005-01-03,MN,8,,Democrat,,,http://www.house.gov/oberstar,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,2005-01-04,2007-01-03,MN,8,,Democrat,,,http://www.house.gov/oberstar,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,2007-01-04,2009-01-03,MN,8,,Democrat,,,http://oberstar.house.gov,,,,,,,
O000006,00876,,400299,N00001806,26927,H6MN08047,457,Jim Oberstar,19077,,,14265,Q465775,kg:/m/02h2r9,,James,L.,Oberstar,,,,1934-09-10,M,rep,2009-01-06,2011-01-03,MN,8,,Democrat,,,http://oberstar.house.gov,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1969-01-03,1971-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1971-01-21,1973-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1973-01-03,1975-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1975-01-14,1977-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1977-01-04,1979-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1979-01-15,1981-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1981-01-05,1983-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1983-01-03,1985-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1985-01-03,1987-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1987-01-06,1989-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1989-01-03,1991-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1991-01-03,1993-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1993-01-05,1995-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1995-01-04,1997-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1997-01-07,1999-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,1999-01-06,2001-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,2001-01-03,2003-01-03,WI,7,,Democrat,,,,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,2003-01-07,2005-01-03,WI,7,,Democrat,,,http://www.house.gov/obey,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,2005-01-04,2007-01-03,WI,7,,Democrat,,,http://www.house.gov/obey,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,2007-01-04,2009-01-03,WI,7,,Democrat,,,http://obey.house.gov,,,,,,,
O000007,00877,,400300,N00004394,27140,H6WI07033,1621,Dave Obey,19079,,,12036,Q434463,kg:/m/024tlf,,David,Ross,Obey,Dave,,,1938-10-03,M,rep,2009-01-06,2011-01-03,WI,7,,Democrat,,,http://obey.house.gov,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,1983-01-03,1985-01-03,TX,27,,Democrat,,,,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,1985-01-03,1987-01-03,TX,27,,Democrat,,,,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,1987-01-06,1989-01-03,TX,27,,Democrat,,,,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,1989-01-03,1991-01-03,TX,27,,Democrat,,,,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,1991-01-03,1993-01-03,TX,27,,Democrat,,,,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,1993-01-05,1995-01-03,TX,27,,Democrat,,,,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,1995-01-04,1997-01-03,TX,27,,Democrat,,,,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,1997-01-07,1999-01-03,TX,27,,Democrat,,,,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,1999-01-06,2001-01-03,TX,27,,Democrat,,,,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,2001-01-03,2003-01-03,TX,27,,Democrat,,,,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,2003-01-07,2005-01-03,TX,27,,Democrat,,,http://www.house.gov/ortiz,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,2005-01-04,2007-01-03,TX,27,,Democrat,,,http://www.house.gov/ortiz,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,2007-01-04,2009-01-03,TX,27,,Democrat,,,http://ortiz.house.gov,,,,,,,
O000107,00880,,400302,N00005998,27106,H2TX27026,2070,Solomon Ortiz,19199,,,15049,Q546874,kg:/m/03twkj,,Solomon,P.,Ortiz,,,,1937-06-03,M,rep,2009-01-06,2011-01-03,TX,27,,Democrat,,,http://ortiz.house.gov,,,,,,,
P000600,01958,,412304,N00029339,109344,H8VA05106,1031364,Tom Perriello,20038,,,20951,Q1628398,kg:/m/03crz_4,,Thomas,S. P.,Perriello,,,,1974-10-09,M,rep,2009-01-06,2011-01-03,VA,5,,Democrat,,,http://perriello.house.gov,,,,,,,
P000422,00922,,400323,N00008113,27007,H2ND00057,11486,Earl Pomeroy,19804,,,29384,Q1277145,kg:/m/027dby,,Earl,Ralph,Pomeroy,,,,1952-09-02,M,rep,1993-01-05,1995-01-03,ND,0,,Democrat,,,,,,,,,,
P000422,00922,,400323,N00008113,27007,H2ND00057,11486,Earl Pomeroy,19804,,,29384,Q1277145,kg:/m/027dby,,Earl,Ralph,Pomeroy,,,,1952-09-02,M,rep,1995-01-04,1997-01-03,ND,0,,Democrat,,,,,,,,,,
P000422,00922,,400323,N00008113,27007,H2ND00057,11486,Earl Pomeroy,19804,,,29384,Q1277145,kg:/m/027dby,,Earl,Ralph,Pomeroy,,,,1952-09-02,M,rep,1997-01-07,1999-01-03,ND,0,,Democrat,,,,,,,,,,
P000422,00922,,400323,N00008113,27007,H2ND00057,11486,Earl Pomeroy,19804,,,29384,Q1277145,kg:/m/027dby,,Earl,Ralph,Pomeroy,,,,1952-09-02,M,rep,1999-01-06,2001-01-03,ND,0,,Democrat,,,,,,,,,,
P000422,00922,,400323,N00008113,27007,H2ND00057,11486,Earl Pomeroy,19804,,,29384,Q1277145,kg:/m/027dby,,Earl,Ralph,Pomeroy,,,,1952-09-02,M,rep,2001-01-03,2003-01-03,ND,0,,Democrat,,,,,,,,,,
P000422,00922,,400323,N00008113,27007,H2ND00057,11486,Earl Pomeroy,19804,,,29384,Q1277145,kg:/m/027dby,,Earl,Ralph,Pomeroy,,,,1952-09-02,M,rep,2003-01-07,2005-01-03,ND,0,,Democrat,,,http://www.house.gov/pomeroy,,,,,,,
P000422,00922,,400323,N00008113,27007,H2ND00057,11486,Earl Pomeroy,19804,,,29384,Q1277145,kg:/m/027dby,,Earl,Ralph,Pomeroy,,,,1952-09-02,M,rep,2005-01-04,2007-01-03,ND,0,,Democrat,,,http://www.house.gov/pomeroy,,,,,,,
P000422,00922,,400323,N00008113,27007,H2ND00057,11486,Earl Pomeroy,19804,,,29384,Q1277145,kg:/m/027dby,,Earl,Ralph,Pomeroy,,,,1952-09-02,M,rep,2007-01-04,2009-01-03,ND,0,,Democrat,,,http://www.house.gov/pomeroy,,,,,,,
P000422,00922,,400323,N00008113,27007,H2ND00057,11486,Earl Pomeroy,19804,,,29384,Q1277145,kg:/m/027dby,,Earl,Ralph,Pomeroy,,,,1952-09-02,M,rep,2009-01-06,2011-01-03,ND,0,,Democrat,,,http://www.house.gov/pomeroy,,,,,,,
P000586,01645,,400328,N00009618,12913,H0FL12051,87910,Adam Putnam,20011,Adam Putnam,,20113,Q350663,kg:/m/0252pg,,Adam,H.,Putnam,,,,1974-07-31,M,rep,2001-01-03,2003-01-03,FL,12,,Republican,,,,,,,,,,
P000586,01645,,400328,N00009618,12913,H0FL12051,87910,Adam Putnam,20011,Adam Putnam,,20113,Q350663,kg:/m/0252pg,,Adam,H.,Putnam,,,,1974-07-31,M,rep,2003-01-07,2005-01-03,FL,12,,Republican,,,http://www.house.gov/putnam,,,,,,,
P000586,01645,,400328,N00009618,12913,H0FL12051,87910,Adam Putnam,20011,Adam Putnam,,20113,Q350663,kg:/m/0252pg,,Adam,H.,Putnam,,,,1974-07-31,M,rep,2005-01-04,2007-01-03,FL,12,,Republican,,,http://www.house.gov/putnam,,,,,,,
P000586,01645,,400328,N00009618,12913,H0FL12051,87910,Adam Putnam,20011,Adam Putnam,,20113,Q350663,kg:/m/0252pg,,Adam,H.,Putnam,,,,1974-07-31,M,rep,2007-01-04,2009-01-03,FL,12,,Republican,,,http://adamputnam.house.gov,,,,,,,
P000586,01645,,400328,N00009618,12913,H0FL12051,87910,Adam Putnam,20011,Adam Putnam,,20113,Q350663,kg:/m/0252pg,,Adam,H.,Putnam,,,,1974-07-31,M,rep,2009-01-06,2011-01-03,FL,12,,Republican,,,http://adamputnam.house.gov,,,,,,,
R000004,00939,,400330,N00007507,21911,H2CA19054,36533,George Radanovich,20079,,,29505,Q1353949,kg:/m/024tb_,,George,P.,Radanovich,,,,1955-06-20,M,rep,1995-01-04,1997-01-03,CA,19,,Republican,,,,,,,,,,
R000004,00939,,400330,N00007507,21911,H2CA19054,36533,George Radanovich,20079,,,29505,Q1353949,kg:/m/024tb_,,George,P.,Radanovich,,,,1955-06-20,M,rep,1997-01-07,1999-01-03,CA,19,,Republican,,,,,,,,,,
R000004,00939,,400330,N00007507,21911,H2CA19054,36533,George Radanovich,20079,,,29505,Q1353949,kg:/m/024tb_,,George,P.,Radanovich,,,,1955-06-20,M,rep,1999-01-06,2001-01-03,CA,19,,Republican,,,,,,,,,,
R000004,00939,,400330,N00007507,21911,H2CA19054,36533,George Radanovich,20079,,,29505,Q1353949,kg:/m/024tb_,,George,P.,Radanovich,,,,1955-06-20,M,rep,2001-01-03,2003-01-03,CA,19,,Republican,,,,,,,,,,
R000004,00939,,400330,N00007507,21911,H2CA19054,36533,George Radanovich,20079,,,29505,Q1353949,kg:/m/024tb_,,George,P.,Radanovich,,,,1955-06-20,M,rep,2003-01-07,2005-01-03,CA,19,,Republican,,,http://www.radanovich.house.gov,,,,,,,
R000004,00939,,400330,N00007507,21911,H2CA19054,36533,George Radanovich,20079,,,29505,Q1353949,kg:/m/024tb_,,George,P.,Radanovich,,,,1955-06-20,M,rep,2005-01-04,2007-01-03,CA,19,,Republican,,,http://www.radanovich.house.gov,,,,,,,
R000004,00939,,400330,N00007507,21911,H2CA19054,36533,George Radanovich,20079,,,29505,Q1353949,kg:/m/024tb_,,George,P.,Radanovich,,,,1955-06-20,M,rep,2007-01-04,2009-01-03,CA,19,,Republican,,,http://radanovich.house.gov,,,,,,,
R000004,00939,,400330,N00007507,21911,H2CA19054,36533,George Radanovich,20079,,,29505,Q1353949,kg:/m/024tb_,,George,P.,Radanovich,,,,1955-06-20,M,rep,2009-01-06,2011-01-03,CA,19,,Republican,,,http://radanovich.house.gov,,,,,,,
R000568,01518,,400339,N00009828,16389,H8TX28013,48779,Ciro Rodriguez,20781,,,29771,Q546932,kg:/m/03tvkv,,Ciro,D.,Rodriguez,,,,1946-12-09,M,rep,1997-01-07,1999-01-03,TX,28,,Democrat,,,,,,,,,,
R000568,01518,,400339,N00009828,16389,H8TX28013,48779,Ciro Rodriguez,20781,,,29771,Q546932,kg:/m/03tvkv,,Ciro,D.,Rodriguez,,,,1946-12-09,M,rep,1999-01-06,2001-01-03,TX,28,,Democrat,,,,,,,,,,
R000568,01518,,400339,N00009828,16389,H8TX28013,48779,Ciro Rodriguez,20781,,,29771,Q546932,kg:/m/03tvkv,,Ciro,D.,Rodriguez,,,,1946-12-09,M,rep,2001-01-03,2003-01-03,TX,28,,Democrat,,,,,,,,,,
R000568,01518,,400339,N00009828,16389,H8TX28013,48779,Ciro Rodriguez,20781,,,29771,Q546932,kg:/m/03tvkv,,Ciro,D.,Rodriguez,,,,1946-12-09,M,rep,2003-01-07,2005-01-03,TX,28,,Democrat,,,http://www.house.gov/rodriguez,,,,,,,
R000568,01518,,400339,N00009828,16389,H8TX28013,48779,Ciro Rodriguez,20781,,,29771,Q546932,kg:/m/03tvkv,,Ciro,D.,Rodriguez,,,,1946-12-09,M,rep,2007-01-04,2009-01-03,TX,23,,Democrat,,,http://rodriguez.house.gov,,,,,,,
R000568,01518,,400339,N00009828,16389,H8TX28013,48779,Ciro Rodriguez,20781,,,29771,Q546932,kg:/m/03tvkv,,Ciro,D.,Rodriguez,,,,1946-12-09,M,rep,2009-01-06,2011-01-03,TX,23,,Democrat,,,http://rodriguez.house.gov,,,,,,,
S001158,01775,,400620,N00026431,29778,H4CO03167,1013039,John Salazar,22576,,,20502,Q714956,kg:/m/04cv8k,,John,Tony,Salazar,,,,1953-07-21,M,rep,2005-01-04,2007-01-03,CO,3,,Democrat,,,,,,,,,,
S001158,01775,,400620,N00026431,29778,H4CO03167,1013039,John Salazar,22576,,,20502,Q714956,kg:/m/04cv8k,,John,Tony,Salazar,,,,1953-07-21,M,rep,2007-01-04,2009-01-03,CO,3,,Democrat,,,http://www.house.gov/salazar,,,,,,,
S001158,01775,,400620,N00026431,29778,H4CO03167,1013039,John Salazar,22576,,,20502,Q714956,kg:/m/04cv8k,,John,Tony,Salazar,,,,1953-07-21,M,rep,2009-01-06,2011-01-03,CO,3,,Democrat,,,http://www.house.gov/salazar,,,,,,,
S001178,01928,,412313,N00029327,12023,H8MI07096,90358,Mark Schauer,22612,,,20922,Q1900418,kg:/m/02r212d,,Mark,H.,Schauer,,,,1961-10-02,M,rep,2009-01-06,2011-01-03,MI,7,,Democrat,,,http://schauer.house.gov,,,,,,,
S001169,01874,,412232,N00028049,58333,H6PA07105,1020918,Joe Sestak,22594,Joe Sestak,,20744,Q984183,kg:/m/0bcy7w,,Joe,,Sestak,,,,1951-12-12,M,rep,2007-01-04,2009-01-03,PA,7,,Democrat,,,http://sestak.house.gov,,,,,,,
S001169,01874,,412232,N00028049,58333,H6PA07105,1020918,Joe Sestak,22594,Joe Sestak,,20744,Q984183,kg:/m/0bcy7w,,Joe,,Sestak,,,,1951-12-12,M,rep,2009-01-06,2011-01-03,PA,7,,Democrat,,,http://sestak.house.gov,,,,,,,
S000275,01043,,400368,N00006425,22186,H4AZ04016,37037,John Shadegg,21477,,,29501,Q1701732,kg:/m/024p60,,John,B.,Shadegg,,,,1949-10-22,M,rep,1995-01-04,1997-01-03,AZ,4,,Republican,,,,,,,,,,
S000275,01043,,400368,N00006425,22186,H4AZ04016,37037,John Shadegg,21477,,,29501,Q1701732,kg:/m/024p60,,John,B.,Shadegg,,,,1949-10-22,M,rep,1997-01-07,1999-01-03,AZ,4,,Republican,,,,,,,,,,
S000275,01043,,400368,N00006425,22186,H4AZ04016,37037,John Shadegg,21477,,,29501,Q1701732,kg:/m/024p60,,John,B.,Shadegg,,,,1949-10-22,M,rep,1999-01-06,2001-01-03,AZ,4,,Republican,,,,,,,,,,
S000275,01043,,400368,N00006425,22186,H4AZ04016,37037,John Shadegg,21477,,,29501,Q1701732,kg:/m/024p60,,John,B.,Shadegg,,,,1949-10-22,M,rep,2001-01-03,2003-01-03,AZ,4,,Republican,,,,,,,,,,
S000275,01043,,400368,N00006425,22186,H4AZ04016,37037,John Shadegg,21477,,,29501,Q1701732,kg:/m/024p60,,John,B.,Shadegg,,,,1949-10-22,M,rep,2003-01-07,2005-01-03,AZ,3,,Republican,,,http://www.house.gov/shadegg,,,,,,,
S000275,01043,,400368,N00006425,22186,H4AZ04016,37037,John Shadegg,21477,,,29501,Q1701732,kg:/m/024p60,,John,B.,Shadegg,,,,1949-10-22,M,rep,2005-01-04,2007-01-03,AZ,3,,Republican,,,http://www.house.gov/shadegg,,,,,,,
S000275,01043,,400368,N00006425,22186,H4AZ04016,37037,John Shadegg,21477,,,29501,Q1701732,kg:/m/024p60,,John,B.,Shadegg,,,,1949-10-22,M,rep,2007-01-04,2009-01-03,AZ,3,,Republican,,,http://johnshadegg.house.gov,,,,,,,
S000275,01043,,400368,N00006425,22186,H4AZ04016,37037,John Shadegg,21477,,,29501,Q1701732,kg:/m/024p60,,John,B.,Shadegg,,,,1949-10-22,M,rep,2009-01-06,2011-01-03,AZ,3,,Republican,,,http://johnshadegg.house.gov,,,,,,,
S000465,01064,,400377,N00005105,26936,H6MO04141,449,Ike Skelton,21719,,,14451,Q433891,kg:/m/02tjwd,,Ike,,Skelton,,,,1931-12-20,M,rep,1977-01-04,1979-01-03,MO,4,,Democrat,,,,,,,,,,
S000465,01064,,400377,N00005105,26936,H6MO04141,449,Ike Skelton,21719,,,14451,Q433891,kg:/m/02tjwd,,Ike,,Skelton,,,,1931-12-20,M,rep,1979-01-15,1981-01-03,MO,4,,Democrat,,,,,,,,,,
S000465,01064,,400377,N00005105,26936,H6MO04141,449,Ike Skelton,21719,,,14451,Q433891,kg:/m/02tjwd,,Ike,,Skelton,,,,1931-12-20,M,rep,1981-01-05,1983-01-03,MO,4,,Democrat,,,,,,,,,,
S000465,01064,,400377,N00005105,26936,H6MO04141,449,Ike Skelton,21719,,,14451,Q433891,kg:/m/02tjwd,,Ike,,Skelton,,,,1931-12-20,M,rep,1983-01-03,1985-01-03,MO,4,,Democrat,,,,,,,,,,
S000465,01064,,400377,N00005105,26936,H6MO04141,449,Ike Skelton,21719,,,14451,Q433891,kg:/m/02tjwd,,Ike,,Skelton,,,,1931-12-20,M,rep,1985-01-03,1987-01-03,MO,4,,Democrat,,,,,,,,,,
S000465,01064,,400377,N00005105,26936,H6MO04141,449,Ike Skelton,21719,,,14451,Q433891,kg:/m/02tjwd,,Ike,,Skelton,,,,1931-12-20,M,rep,1987-01-06,1989-01-03,MO,4,,Democrat,,,,,,,,,,
S000465,01064,,400377,N00005105,26936,H6MO04141,449,Ike Skelton,21719,,,14451,Q433891,kg:/m/02tjwd,,Ike,,Skelton,,,,1931-12-20,M,rep,1989-01-03,1991-01-03,MO,4,,Democrat,,,,,,,,,,
S000465,01064,,400377,N00005105,26936,H6MO04141,449,Ike Skelton,21719,,,14451,Q433891,kg:/m/02tjwd,,Ike,,Skelton,,,,1931-12-20,M,rep,1991-01-03,1993-01-03,MO,4,,Democrat,,,,,,,,,,
S000465,01064,,400377,N00005105,26936,H6MO04141,449,Ike Skelton,21719,,,14451,Q433891,kg:/m/02tjwd,,Ike,,Skelton,,,,1931-12-20,M,rep,1993-01-05,1995-01-03,MO,4,,Democrat,,,,,,,,,,
