"INVESTING IN A NEW VISION FOR THE ENVIRONMENT AND SURFACE TRANSPORTATION IN AMERICA ACT; Congressional Record Vol. 166, No. 121",https://www.congress.gov/congressional-record/volume-166/issue-121/extensions-of-remarks-section/article/E604-2,07/01/2020,,166,121,E604
"ADDITIONAL COSPONSORS; Congressional Record Vol. 162, No. 59",https://www.congress.gov/congressional-record/volume-162/issue-59/senate-section/article/S2128-2,04/18/2016,,162,59,S2128
"BOOSTING RATES OF AMERICAN VETERAN EMPLOYMENT ACT; Congressional Record Vol. 161, No. 76",https://www.congress.gov/congressional-record/volume-161/issue-76/house-section/article/H3261-1,05/18/2015,,161,76,H3261
"PROPOSING A BALANCED BUDGET AMENDMENT TO THE CONSTITUTION; Congressional Record Vol. 157, No. 181",https://www.congress.gov/congressional-record/volume-157/issue-181/extensions-of-remarks-section/article/E2128-1,11/29/2011,,157,181,E2128
"ADDITIONAL COSPONSORS; Congressional Record Vol. 155, No. 168",https://www.congress.gov/congressional-record/volume-155/issue-168/senate-section/article/S11344-4,11/10/2009,,155,168,S11344
"TRANSPORTATION APPROPRIATIONS; Congressional Record Vol. 155, No. 131",https://www.congress.gov/congressional-record/volume-155/issue-131/senate-section/article/S9421-1,09/16/2009,,155,131,S9421
"Introductory Statement on S. 3771; Congressional Record Vol. 152, No. 104",https://www.congress.gov/congressional-record/volume-152/issue-104/senate-section/article/S8543-1,08/01/2006,,152,104,S8543
"ADDITIONAL COSPONSORS; Congressional Record Vol. 145, No. 156",https://www.congress.gov/congressional-record/volume-145/issue-156/senate-section/article/S14297-1,11/08/1999,,145,156,S14297
"MOST-FAVORED-NATION TRADE STATUS FOR CHINA; Congressional Record Vol. 143, No. 89",https://www.congress.gov/congressional-record/volume-143/issue-89/senate-section/article/S6074-2,06/23/1997,,143,89,S6074
"EXPRESSING SORROW OF THE HOUSE AT THE DEATH OF THE HONORABLE BRUCE VENTO, MEMBER OF CONGRESS FROM THE STATE OF MINNESOTA; Congressional Record Vol. 146, No. 125",https://www.congress.gov/congressional-record/volume-146/issue-125/house-section/article/H9576-1,10/10/2000,,146,125,H9576
"CONGRATULATING DICK JAMES; Congressional Record Vol. 169, No. 108",https://www.congress.gov/congressional-record/volume-169/issue-108/house-section/article/H2997-1,06/21/2023,,169,108,H2997
"HONORING COLONEL (RET) ROY GEORGE PLUMMER; Congressional Record Vol. 168, No. 175",https://www.congress.gov/congressional-record/volume-168/issue-175/extensions-of-remarks-section/article/E1136-4,11/14/2022,,168,175,E1136
"OPPOSING THE FARM BILL; Congressional Record Vol. 164, No. 81",https://www.congress.gov/congressional-record/volume-164/issue-81/house-section/article/H4147-1,05/17/2018,,164,81,H4147
"NATIONAL FOSTER CARE MONTH; Congressional Record Vol. 163, No. 90",https://www.congress.gov/congressional-record/volume-163/issue-90/house-section/article/H4512-2,05/24/2017,,163,90,H4512
"REMEMBRANCE OF THE VICTIMS OF THE RECENT FLOODING IN HOUSTON, TEXAS; Congressional Record Vol. 162, No. 64",https://www.congress.gov/congressional-record/volume-162/issue-64/house-section/article/H1989-3,04/26/2016,,162,64,H1989
"WE MUST SERVE OUR VETERANS AS THEY HAVE SERVED US; Congressional Record Vol. 161, No. 164",https://www.congress.gov/congressional-record/volume-161/issue-164/house-section/article/H7630-1,11/04/2015,,161,164,H7630
"RECOGNIZING CONTRIBUTIONS OF THE COALITION TO SALUTE AMERICA'S HEROES; Congressional Record Vol. 159, No. 172",https://www.congress.gov/congressional-record/volume-159/issue-172/extensions-of-remarks-section/article/E1807-4,12/05/2013,,159,172,E1807
"HONORING STANLEY WELCH ON THE OCCASION OF HIS RETIREMENT; Congressional Record Vol. 157, No. 119",https://www.congress.gov/congressional-record/volume-157/issue-119/extensions-of-remarks-section/article/E1460-1,08/01/2011,,157,119,E1460
"REMEMBERING DR. DOROTHY HEIGHT; Congressional Record Vol. 156, No. 56",https://www.congress.gov/congressional-record/volume-156/issue-56/house-section/article/H2677-1,04/20/2010,,156,56,H2677
"AGRICULTURE RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS ACT, 2010; Congressional Record Vol. 155, No. 102",https://www.congress.gov/congressional-record/volume-155/issue-102/extensions-of-remarks-section/article/E1695-2,07/09/2009,,155,102,E1695
"CONTINUATION OF RELIEF RESPONSE TO EARTHQUAKE IN SOUTH ASIA; Congressional Record Vol. 152, No. 7",https://www.congress.gov/congressional-record/volume-152/issue-7/senate-section/article/S252-3,01/27/2006,,152,7,S252
"THE INCREASED MENTAL HEALTH NEEDS OF OUR RETURNING SOLDIERS AND VETERANS; Congressional Record Vol. 150, No. 130",https://www.congress.gov/congressional-record/volume-150/issue-130/extensions-of-remarks-section/article/E1965-2,10/11/2004,,150,130,E1965
"WHY WE HAVE COCAINE IN SOUTH CENTRAL LOS ANGELES; Congressional Record Vol. 142, No. 128",https://www.congress.gov/congressional-record/volume-142/issue-128/house-section/article/H10437-1,09/17/1996,,142,128,H10437
"TRIBUTE TO RECIPIENTS OF GIRL SCOUT GOLD AWARD; Congressional Record Vol. 142, No. 125",https://www.congress.gov/congressional-record/volume-142/issue-125/extensions-of-remarks-section/article/E1591-1,09/12/1996,,142,125,E1591
"KIP TIERNAN TO BE HONORED ON HER 70TH BIRTHDAY FOR HER MANY ACHIEVEMENTS; Congressional Record Vol. 142, No. 87",https://www.congress.gov/congressional-record/volume-142/issue-87/extensions-of-remarks-section/article/E1087-5,06/13/1996,,142,87,E1087
"TRIBUTE TO THE BEACH HOUSE; Congressional Record Vol. 142, No. 77",https://www.congress.gov/congressional-record/volume-142/issue-77/extensions-of-remarks-section/article/E961-2,05/30/1996,,142,77,E961
"DEPARTMENTS OF VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT, AND INDEPENDENT AGENCIES APPROPRIATIONS ACT, 1996; Congressional Record Vol. 141, No. 124",https://www.congress.gov/congressional-record/volume-141/issue-124/extensions-of-remarks-section/article/E1554-2,07/28/1995,,141,124,E1554
,https://www.congress.gov/bound-congressional-record/1990/10/25/136/daily-digest/article/769-776,10/25/1990,,136,,769-776
"SCHOOL READINESS ACT OF 2003; Congressional Record Vol. 149, No. 111",https://www.congress.gov/congressional-record/volume-149/issue-111/house-section/article/H7546-2,07/24/2003,,149,111,H7546
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 169, No. 75",https://www.congress.gov/congressional-record/volume-169/issue-75/senate-section/article/S1507-1,05/03/2023,,169,75,S1507
"VERMONT STATE OF THE UNION ESSAY CONTEST FINALISTS; Congressional Record Vol. 169, No. 21",https://www.congress.gov/congressional-record/volume-169/issue-21/senate-section/article/S195-1,02/01/2023,,169,21,S195
"Text of Senate Amendment 5300; Congressional Record Vol. 168, No. 133",https://www.congress.gov/congressional-record/volume-168/issue-133/senate-section/article/S4306-1,08/06/2022,,168,133,S4306
"TEXT OF AMENDMENTS; Congressional Record Vol. 154, No. 153",https://www.congress.gov/congressional-record/volume-154/issue-153/senate-section/article/S9519-2,09/25/2008,,154,153,S9519
"PERSONAL EXPLANATION; Congressional Record Vol. 154, No. 7",https://www.congress.gov/congressional-record/volume-154/issue-7/house-section/article/H329-1,01/17/2008,,154,7,H329
,https://www.congress.gov/bound-congressional-record/1987/03/24/133/senate-section/article/6634-6705,03/24/1987,,133,,6634-6705
"DEPARTMENT OF VETERANS AFFAIRS REAL PROPERTY AND FACILITIES MANAGEMENT IMPROVEMENT ACT OF 2004; Congressional Record Vol. 150, No. 128",https://www.congress.gov/congressional-record/volume-150/issue-128/senate-section/article/S10997-1,10/09/2004,,150,128,S10997
"TEN RADICAL FAILED POLICIES OF GOVERNOR NEWSOM; Congressional Record Vol. 171, No. 97",https://www.congress.gov/congressional-record/volume-171/issue-97/house-section/article/H2522-1,06/06/2025,,171,97,H2522
"CONFERENCE REPORT ON S. 1177, STUDENT SUCCESS ACT; Congressional Record Vol. 161, No. 172",https://www.congress.gov/congressional-record/volume-161/issue-172/house-section/article/H8444-1,11/30/2015,,161,172,H8444
,https://www.congress.gov/bound-congressional-record/1992/02/04/138/senate-section/article/1303-1394,02/04/1992,,138,,1303-1394
"VETERANS' MILLENNIUM HEALTH CARE ACT--CONFERENCE REPORT; Congressional Record Vol. 145, No. 165",https://www.congress.gov/congressional-record/volume-145/issue-165/senate-section/article/S14904-2,11/19/1999,,145,165,S14904
"TRIBUTE TO SECRETARY OF VETERANS AFFAIRS JESSE BROWN; Congressional Record Vol. 143, No. 91",https://www.congress.gov/congressional-record/volume-143/issue-91/house-section/article/H4624-1,06/25/1997,,143,91,H4624
"Daily Digest/Senate; Congressional Record Vol. 149, No. 136",https://www.congress.gov/congressional-record/volume-149/issue-136/daily-digest/article/D1063-1,09/30/2003,,149,136,D1063
"Daily Digest/House Committee Meetings; Congressional Record Vol. 171, No. 41",https://www.congress.gov/congressional-record/volume-171/issue-41/daily-digest/article/D216-1,03/04/2025,,171,41,D216
"Text of Senate Amendment 4791; Congressional Record Vol. 167, No. 201",https://www.congress.gov/congressional-record/volume-167/issue-201/senate-section/article/S8461-2,11/18/2021,,167,201,S8461
"Daily Digest/Senate; Congressional Record Vol. 167, No. 199",https://www.congress.gov/congressional-record/volume-167/issue-199/daily-digest/article/D1265-1,11/16/2021,,167,199,D1265
"HONORING MICHAEL K. CLARKE; Congressional Record Vol. 164, No. 92",https://www.congress.gov/congressional-record/volume-164/issue-92/extensions-of-remarks-section/article/E763-3,06/05/2018,,164,92,E763
"PUBLIC BILLS AND RESOLUTIONS; Congressional Record Vol. 162, No. 90",https://www.congress.gov/congressional-record/volume-162/issue-90/house-section/article/H3563-2,06/08/2016,,162,90,H3563
"Daily Digest/House of Representatives; Congressional Record Vol. 161, No. 76",https://www.congress.gov/congressional-record/volume-161/issue-76/daily-digest/article/D557-2,05/18/2015,,161,76,D557
"WOMEN'S HISTORY MONTH; Congressional Record Vol. 159, No. 42",https://www.congress.gov/congressional-record/volume-159/issue-42/senate-section/article/S2141-2,03/21/2013,,159,42,S2141
"EARMARK DECLARATION; Congressional Record Vol. 155, No. 114",https://www.congress.gov/congressional-record/volume-155/issue-114/extensions-of-remarks-section/article/E2012-2,07/27/2009,,155,114,E2012
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 153, No. 85",https://www.congress.gov/congressional-record/volume-153/issue-85/senate-section/article/S6548-2,05/23/2007,,153,85,S6548
"IN RECOGNITION OF THE FOURTH ANNUAL CELEBRATION OF WOMEN IN THE LAW; Congressional Record Vol. 151, No. 76",https://www.congress.gov/congressional-record/volume-151/issue-76/extensions-of-remarks-section/article/E1190-4,06/09/2005,,151,76,E1190
"MISSION ACCOMPLISHED, I THINK NOT; Congressional Record Vol. 150, No. 60",https://www.congress.gov/congressional-record/volume-150/issue-60/house-section/article/H2527-3,05/04/2004,,150,60,H2527
"Daily Digest/House Committee Meetings; Congressional Record Vol. 149, No. 73",https://www.congress.gov/congressional-record/volume-149/issue-73/daily-digest/article/D540-1,05/15/2003,,149,73,D540
"Daily Digest/Senate; Congressional Record Vol. 148, No. 16",https://www.congress.gov/congressional-record/volume-148/issue-16/daily-digest/article/D116-1,02/25/2002,,148,16,D116
"THE HOUSE THE SENATE BUILT; Congressional Record Vol. 146, No. 71",https://www.congress.gov/congressional-record/volume-146/issue-71/senate-section/article/S4929-1,06/09/2000,,146,71,S4929
"Introductory Statement on S. 1810; Congressional Record Vol. 145, No. 148",https://www.congress.gov/congressional-record/volume-145/issue-148/senate-section/article/S13272-1,10/27/1999,,145,148,S13272
"CLOSING THOUGHTS; Congressional Record Vol. 144, No. 150",https://www.congress.gov/congressional-record/volume-144/issue-150/house-section/article/H11690-3,10/20/1998,,144,150,H11690
"EXECUTIVE COMMUNICATIONS, ETC.; Congressional Record Vol. 143, No. 91",https://www.congress.gov/congressional-record/volume-143/issue-91/house-section/article/H4644-7,06/25/1997,,143,91,H4644
"MENTAL HEALTH AMENDMENT; Congressional Record Vol. 142, No. 86",https://www.congress.gov/congressional-record/volume-142/issue-86/senate-section/article/S6115-3,06/12/1996,,142,86,S6115
"CRISIS OF MENTAL HEALTH AND GUN VIOLENCE; Congressional Record Vol. 169, No. 17",https://www.congress.gov/congressional-record/volume-169/issue-17/house-section/article/H343-3,01/26/2023,,169,17,H343
"END HUNGER NOW--DC CENTRAL KITCHEN; Congressional Record Vol. 163, No. 86",https://www.congress.gov/congressional-record/volume-163/issue-86/house-section/article/H4315-4,05/18/2017,,163,86,H4315
"END THE TRAVESTY AND DO WHAT'S RIGHT; Congressional Record Vol. 159, No. 139",https://www.congress.gov/congressional-record/volume-159/issue-139/house-section/article/H6354-2,10/08/2013,,159,139,H6354
"NATIONAL GUARD AND RESERVISTS DEBT RELIEF ACT OF 2008; Congressional Record Vol. 154, No. 106",https://www.congress.gov/congressional-record/volume-154/issue-106/extensions-of-remarks-section/article/E1345-3,06/25/2008,,154,106,E1345
"TRIBUTE TO HENRY G. ATHA; Congressional Record Vol. 150, No. 133",https://www.congress.gov/congressional-record/volume-150/issue-133/extensions-of-remarks-section/article/E2054-2,11/18/2004,,150,133,E2054
"TRIBUTE TO BEA GADDY: A POINT OF LIGHT, A BEACON OF HOPE; Congressional Record Vol. 147, No. 139",https://www.congress.gov/congressional-record/volume-147/issue-139/house-section/article/H6876-1,10/16/2001,,147,139,H6876
"VOICES AGAINST VIOLENCE CONFERENCE; Congressional Record Vol. 145, No. 142",https://www.congress.gov/congressional-record/volume-145/issue-142/house-section/article/H10333-1,10/19/1999,,145,142,H10333
"H.R. 2116, THE VETERANS' MILLENNIUM HEALTH CARE ACT; Congressional Record Vol. 145, No. 84",https://www.congress.gov/congressional-record/volume-145/issue-84/house-section/article/H4228-1,06/15/1999,,145,84,H4228
"TRANSITION TO ADULTHOOD PROGRAM (TAP) ACT; Congressional Record Vol. 145, No. 24",https://www.congress.gov/congressional-record/volume-145/issue-24/extensions-of-remarks-section/article/E192-2,02/10/1999,,145,24,E192
"RECOGNIZING COLORADO'S FRONT RANGE CONTINUUM OF CARE; Congressional Record Vol. 144, No. 46",https://www.congress.gov/congressional-record/volume-144/issue-46/extensions-of-remarks-section/article/E652-2,04/23/1998,,144,46,E652
"NATIONAL HISTORIC LIGHTHOUSE PRESERVATION ACT; Congressional Record Vol. 144, No. 7",https://www.congress.gov/congressional-record/volume-144/issue-7/extensions-of-remarks-section/article/E120-2,02/05/1998,,144,7,E120
"THE NATIONAL HISTORIC PRESERVATION ACT; Congressional Record Vol. 143, No. 157",https://www.congress.gov/congressional-record/volume-143/issue-157/extensions-of-remarks-section/article/E2278-1,11/09/1997,,143,157,E2278
"PUBLIC HOUSING TENANT INTEGRITY ACT OF 1977; Congressional Record Vol. 143, No. 1",https://www.congress.gov/congressional-record/volume-143/issue-1/extensions-of-remarks-section/article/E17-4,01/07/1997,,143,1,E17
"TEXT OF AMENDMENTS; Congressional Record Vol. 171, No. 145",https://www.congress.gov/congressional-record/volume-171/issue-145/senate-section/article/S6334-1,09/04/2025,,171,145,S6334
"INCREASING THE WAIVER REQUIREMENT FOR CERTAIN LOCAL MATCHING REQUIREMENTS TO AMERICAN SAMOA, GUAM, THE VIRGIN ISLANDS, OR THE COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS; Congressional Record Vol. 149, No. 174",https://www.congress.gov/congressional-record/volume-149/issue-174/extensions-of-remarks-section/article/E2456-3,11/25/2003,,149,174,E2456
"DRUG COMPETITION ACT; Congressional Record Vol. 146, No. 100",https://www.congress.gov/congressional-record/volume-146/issue-100/senate-section/article/S7908-1,07/27/2000,,146,100,S7908
"Daily Digest/Senate Committee Meetings; Congressional Record Vol. 167, No. 109",https://www.congress.gov/congressional-record/volume-167/issue-109/daily-digest/article/D687-1,06/23/2021,,167,109,D687
"CONSTITUENT COMMENTS ON SOBER LIVING HOME PROBLEMS; Congressional Record Vol. 164, No. 171",https://www.congress.gov/congressional-record/volume-164/issue-171/extensions-of-remarks-section/article/E1409-1,10/16/2018,,164,171,E1409
"PAKISTAN'S RECOVERY FROM EARTHQUAKES; Congressional Record Vol. 151, No. 154",https://www.congress.gov/congressional-record/volume-151/issue-154/senate-section/article/S13308-1,11/18/2005,,151,154,S13308
"Daily Digest/Highlights + Senate; Congressional Record Vol. 144, No. 95",https://www.congress.gov/congressional-record/volume-144/issue-95/daily-digest/article/D771-1,07/16/1998,,144,95,D771
"MILITARY CONSTRUCTION AND VETERANS AFFAIRS AND RELATED AGENCIES APPROPRIATIONS ACT, 2015; Congressional Record Vol. 160, No. 63",https://www.congress.gov/congressional-record/volume-160/issue-63/house-section/article/H3308-2,04/30/2014,,160,63,H3308
,https://www.congress.gov/bound-congressional-record/1989/04/26/135/house-section/article/7483-7546,04/26/1989,,135,,7483-7546
"Daily Digest/Highlights + Senate; Congressional Record Vol. 147, No. 112",https://www.congress.gov/congressional-record/volume-147/issue-112/daily-digest/article/D845-1,08/03/2001,,147,112,D845
"WELFARE REFORM; Congressional Record Vol. 145, No. 96",https://www.congress.gov/congressional-record/volume-145/issue-96/senate-section/article/S8073-1,07/01/1999,,145,96,S8073
,https://www.congress.gov/bound-congressional-record/1990/10/12/136/senate-section/article/28801-28999,10/12/1990,,136,,28801-28999
"Issues Facing America (Executive Session); Congressional Record Vol. 167, No. 23",https://www.congress.gov/congressional-record/volume-167/issue-23/senate-section/article/S567-1,02/08/2021,,167,23,S567
"PEER SUPPORT COUNSELING PROGRAM FOR WOMEN VETERANS; Congressional Record Vol. 164, No. 98",https://www.congress.gov/congressional-record/volume-164/issue-98/house-section/article/H5137-1,06/13/2018,,164,98,H5137
"Daily Digest/Senate Committee Meetings; Congressional Record Vol. 159, No. 107",https://www.congress.gov/congressional-record/volume-159/issue-107/daily-digest/article/D759-1,07/24/2013,,159,107,D759
"EARMARK DECLARATION; Congressional Record Vol. 154, No. 86",https://www.congress.gov/congressional-record/volume-154/issue-86/extensions-of-remarks-section/article/E1071-4,05/23/2008,,154,86,E1071
"PUBLIC BILLS AND RESOLUTIONS; Congressional Record Vol. 153, No. 116",https://www.congress.gov/congressional-record/volume-153/issue-116/house-section/article/H8184-2,07/19/2007,,153,116,H8184
"NATIVE AMERICAN HOUSING ASSISTANCE AND SELF-DETERMINATION REAUTHORIZATION ACT OF 2002; Congressional Record Vol. 148, No. 129",https://www.congress.gov/congressional-record/volume-148/issue-129/senate-section/article/S9997-1,10/04/2002,,148,129,S9997
"Introductory Statement on S. 2141; Congressional Record Vol. 142, No. 136",https://www.congress.gov/congressional-record/volume-142/issue-136/senate-section/article/S11546-1,09/27/1996,,142,136,S11546
,https://www.congress.gov/bound-congressional-record/1987/03/04/133/daily-digest/article/107-114,03/04/1987,,133,,107-114
,https://www.congress.gov/bound-congressional-record/1988/10/20/134/daily-digest/article/764-770,10/20/1988,,134,,764-770
"CRISIS AT THE BORDER; Congressional Record Vol. 168, No. 70",https://www.congress.gov/congressional-record/volume-168/issue-70/house-section/article/H4603-4,04/28/2022,,168,70,H4603
"CATCH THE BUS OF OPPORTUNITY; Congressional Record Vol. 151, No. 76",https://www.congress.gov/congressional-record/volume-151/issue-76/house-section/article/H4336-1,06/09/2005,,151,76,H4336
"TEXT OF AMENDMENTS; Congressional Record Vol. 161, No. 171",https://www.congress.gov/congressional-record/volume-161/issue-171/senate-section/article/S8167-2,11/19/2015,,161,171,S8167
"THE 25TH SILVER ANNIVERSARY OF THE CONGRESSIONAL BLACK CAUCUS VETERANS BRAINTRUST; Congressional Record Vol. 160, No. 37",https://www.congress.gov/congressional-record/volume-160/issue-37/extensions-of-remarks-section/article/E310-5,03/05/2014,,160,37,E310
"E. CLAY SHAW JR. MISSING CHILDREN'S ASSISTANCE REAUTHORIZATION ACT OF 2013; Congressional Record Vol. 159, No. 122",https://www.congress.gov/congressional-record/volume-159/issue-122/house-section/article/H5569-1,09/17/2013,,159,122,H5569
"Mr. COLE of Oklahoma. Mr. Speaker, I would like to yield such time as he might care to consume to my good friend from Georgia (Mr. Price).; Congressional Record Vol. 154, No. 146",https://www.congress.gov/congressional-record/volume-154/issue-146/house-section/article/H8064-1,09/15/2008,,154,146,H8064
"SOCIAL SECURITY, WOMEN'S HISTORY MONTH, AND PREVENTING RECIDIVISM; Congressional Record Vol. 148, No. 23",https://www.congress.gov/congressional-record/volume-148/issue-23/house-section/article/H728-1,03/06/2002,,148,23,H728
"FEMA ACCOUNTABILITY ACT OF 2007; Congressional Record Vol. 154, No. 157",https://www.congress.gov/congressional-record/volume-154/issue-157/house-section/article/H10615-4,09/29/2008,,154,157,H10615
"VETERANS BENEFITS ACT OF 2001; Congressional Record Vol. 147, No. 171",https://www.congress.gov/congressional-record/volume-147/issue-171/house-section/article/H9121-1,12/11/2001,,147,171,H9121
"CONDEMNING THE ACTIONS OF SEPTEMBER 7, 2007, RESULTING IN DAMAGE TO THE VIETNAM VETERANS WAR MEMORIAL; Congressional Record Vol. 153, No. 161",https://www.congress.gov/congressional-record/volume-153/issue-161/house-section/article/H11879-1,10/23/2007,,153,161,H11879
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 151, No. 132",https://www.congress.gov/congressional-record/volume-151/issue-132/senate-section/article/S11478-1,10/18/2005,,151,132,S11478
"TRIBUTE TO JOSEPH P. KENNEDY, II, MEMBER OF CONGRESS; Congressional Record Vol. 144, No. 144",https://www.congress.gov/congressional-record/volume-144/issue-144/house-section/article/H10654-1,10/12/1998,,144,144,H10654
"JULIA M. CARSON POST OFFICE BUILDING; Congressional Record Vol. 154, No. 56",https://www.congress.gov/congressional-record/volume-154/issue-56/house-section/article/H2083-1,04/09/2008,,154,56,H2083
"Daily Digest/Senate; Congressional Record Vol. 158, No. 159",https://www.congress.gov/congressional-record/volume-158/issue-159/daily-digest/article/D1021-1,12/11/2012,,158,159,D1021
"ADDITIONAL COSPONSORS; Congressional Record Vol. 158, No. 101",https://www.congress.gov/congressional-record/volume-158/issue-101/senate-section/article/S4789-5,07/09/2012,,158,101,S4789
"Daily Digest/Highlights + Senate; Congressional Record Vol. 170, No. 178",https://www.congress.gov/congressional-record/volume-170/issue-178/daily-digest/article/D1088-1,12/03/2024,,170,178,D1088
"HONORING ALICIA AGUIRRE; Congressional Record Vol. 170, No. 174",https://www.congress.gov/congressional-record/volume-170/issue-174/extensions-of-remarks-section/article/E1192-1,11/22/2024,,170,174,E1192
"Daily Digest/House Committee Meetings; Congressional Record Vol. 168, No. 21",https://www.congress.gov/congressional-record/volume-168/issue-21/daily-digest/article/D111-1,02/02/2022,,168,21,D111
"Text of Senate Amendment 3896; Congressional Record Vol. 167, No. 188",https://www.congress.gov/congressional-record/volume-167/issue-188/senate-section/article/S7380-1,10/26/2021,,167,188,S7380
"Text of Senate Amendment 3895; Congressional Record Vol. 167, No. 188",https://www.congress.gov/congressional-record/volume-167/issue-188/senate-section/article/S7379-3,10/26/2021,,167,188,S7379
"Daily Digest/House of Representatives; Congressional Record Vol. 166, No. 213",https://www.congress.gov/congressional-record/volume-166/issue-213/daily-digest/article/D1096-1,12/16/2020,,166,213,D1096
"SENATE RESOLUTION 462--SUPPORTING THE GOALS AND IDEALS OF NATIONAL PUBLIC HEALTH WEEK; Congressional Record Vol. 164, No. 59",https://www.congress.gov/congressional-record/volume-164/issue-59/senate-section/article/S2127-1,04/12/2018,,164,59,S2127
"DACA = DEMS AGAINST COMMON AMERICANS; Congressional Record Vol. 164, No. 18",https://www.congress.gov/congressional-record/volume-164/issue-18/extensions-of-remarks-section/article/E98-3,01/25/2018,,164,18,E98
"ADDITIONAL COSPONSORS; Congressional Record Vol. 163, No. 199",https://www.congress.gov/congressional-record/volume-163/issue-199/senate-section/article/S7891-9,12/06/2017,,163,199,S7891
"LOUISIANA UPDATE; Congressional Record Vol. 162, No. 134",https://www.congress.gov/congressional-record/volume-162/issue-134/house-section/article/H5106-1,09/07/2016,,162,134,H5106
"Daily Digest/Senate; Congressional Record Vol. 162, No. 77",https://www.congress.gov/congressional-record/volume-162/issue-77/daily-digest/article/D508-1,05/16/2016,,162,77,D508
"STUDENT SUCCESS ACT; Congressional Record Vol. 159, No. 105",https://www.congress.gov/congressional-record/volume-159/issue-105/extensions-of-remarks-section/article/E1111-1,07/22/2013,,159,105,E1111
"MILITARY CONSTRUCTION AND VETERANS AFFAIRS AND RELATED AGENCIES APPROPRIATIONS ACT, 2013; Congressional Record Vol. 158, No. 81",https://www.congress.gov/congressional-record/volume-158/issue-81/extensions-of-remarks-section/article/E963-1,06/01/2012,,158,81,E963
"Daily Digest/COMMITTEE MEETINGS FOR 2011-12-15; Congressional Record Vol. 157, No. 192",https://www.congress.gov/congressional-record/volume-157/issue-192/daily-digest/article/D1364-2,12/14/2011,,157,192,D1364
"DEBT AND RESPONSIBILITY; Congressional Record Vol. 157, No. 103",https://www.congress.gov/congressional-record/volume-157/issue-103/house-section/article/H4858-1,07/12/2011,,157,103,H4858
"HUNGER PROVISIONS IN THE FARM BILL; Congressional Record Vol. 153, No. 192",https://www.congress.gov/congressional-record/volume-153/issue-192/senate-section/article/S15641-1,12/14/2007,,153,192,S15641
"IN RECOGNITION OF RETHA FISHER'S RETIREMENT; Congressional Record Vol. 152, No. 55",https://www.congress.gov/congressional-record/volume-152/issue-55/senate-section/article/S4210-2,05/09/2006,,152,55,S4210
"ENROLLED BILLS SIGNED; Congressional Record Vol. 146, No. 131",https://www.congress.gov/congressional-record/volume-146/issue-131/house-section/article/H10254-3,10/18/2000,,146,131,H10254
"FOSTER CARE INDEPENDENCE ACT; Congressional Record Vol. 145, No. 167",https://www.congress.gov/congressional-record/volume-145/issue-167/senate-section/article/S15227-2,12/03/1999,,145,167,S15227
"ADDITIONAL STATEMENTS; Congressional Record Vol. 143, No. 29",https://www.congress.gov/congressional-record/volume-143/issue-29/senate-section/article/S2091-2,03/10/1997,,143,29,S2091
"PUBLIC BILLS AND RESOLUTIONS; Congressional Record Vol. 142, No. 103",https://www.congress.gov/congressional-record/volume-142/issue-103/house-section/article/H7532-2,07/12/1996,,142,103,H7532
"VETERANS BENEFITS IMPROVEMENT ACT OF 1998; Congressional Record Vol. 144, No. 151",https://www.congress.gov/congressional-record/volume-144/issue-151/senate-section/article/S12918-1,10/21/1998,,144,151,S12918
"RECOGNIZING THE HONORABLE ANNE OLIVA AS SHE ENDS HER TERM OF SERVICE ON THE MILLBRAE CITY COUNCIL; Congressional Record Vol. 168, No. 193",https://www.congress.gov/congressional-record/volume-168/issue-193/extensions-of-remarks-section/article/E1269-5,12/13/2022,,168,193,E1269
"SENATE RESOLUTION 647--RECOGNIZING THE FORTHCOMING CENTENNIAL OF THE 1921 TULSA RACE MASSACRE; Congressional Record Vol. 166, No. 122",https://www.congress.gov/congressional-record/volume-166/issue-122/senate-section/article/S4231-2,07/02/2020,,166,122,S4231
"MENTAL ILLNESS AND GUN VIOLENCE; Congressional Record Vol. 161, No. 178",https://www.congress.gov/congressional-record/volume-161/issue-178/house-section/article/H9086-1,12/09/2015,,161,178,H9086
"MILITARY CONSTRUCTION AND VETERANS AFFAIRS AND RELATED AGENCIES APPROPRIATIONS ACT, 2015; Congressional Record Vol. 160, No. 64",https://www.congress.gov/congressional-record/volume-160/issue-64/extensions-of-remarks-section/article/E653-2,05/01/2014,,160,64,E653
"Vote on Gibson Nomination (Executive Session); Congressional Record Vol. 160, No. 25",https://www.congress.gov/congressional-record/volume-160/issue-25/senate-section/article/S885-3,02/11/2014,,160,25,S885
"HONORING THE RECIPIENTS OF THE CAMDEN COUNTY FREEDOM MEDAL; Congressional Record Vol. 156, No. 15",https://www.congress.gov/congressional-record/volume-156/issue-15/extensions-of-remarks-section/article/E122-3,02/02/2010,,156,15,E122
